hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar)
14,1140,-4.50815,-1.47212,-8.55391,-2.78685,-5.58179,-1.8437
14,1200,-5.02325,-1.64819,-8.3603,-2.71477,-7.83849,-2.58373
14,1260,-4.95257,-1.60949,-15.684,-5.01046,-7.96534,-2.67458
14,1320,-5.17966,-1.69054,-12.8853,-4.13924,-8.24769,-2.74885
14,1380,-5.24672,-1.70489,-12.7566,-4.11734,-6.17064,-2.05399
14,1440,-5.08905,-1.67604,-3.2915,-1.08005,-6.20282,-2.02539
14,1500,-7.87394,-2.58341,-3.28737,-1.08599,-6.08031,-1.97813
14,1560,-7.5333,-2.46164,-6.31203,-2.0723,-6.0748,-1.9893
14,1620,-7.41485,-2.42353,-6.24606,-2.05047,-6.06302,-1.98513
14,1680,-7.41507,-2.42426,-6.08975,-1.99936,-6.0634,-1.98456
14,1740,-7.43225,-2.4141,-6.09557,-2.01033,-2.59853,-0.85391
14,1800,-7.42757,-2.42204,-6.09208,-2.00372,-4.77046,-1.564
14,1860,-7.29094,-2.3767,-6.09218,-2.00384,-4.64867,-1.52463
14,1920,-7.12546,-2.31875,-7.86354,-2.58288,-4.49889,-1.47948
14,1980,-7.03714,-2.28187,-7.68904,-2.5321,-2.31429,-0.762644
14,2040,-7.03726,-2.28255,-7.54682,-2.48595,-2.31437,-0.76231
14,2100,-8.38504,-2.76805,-5.71656,-1.86744,-11.5095,-3.73359
14,2160,-8.50322,-2.80686,-5.83597,-1.90583,-11.6111,-3.76696
14,2220,-8.40239,-2.7722,-6.05549,-1.97703,-11.477,-3.72594
14,2280,-7.50028,-2.43281,-6.2656,-2.0681,-2.11633,-0.696274
14,2340,-7.13233,-2.31574,-6.15643,-2.03007,-2.11614,-0.6964
14,2400,-6.82697,-2.20803,-8.47577,-2.78394,-1.95376,-0.646399
14,2460,-6.64488,-2.1606,-5.3493,-1.76616,-1.95619,-0.642747
14,2520,-6.52615,-2.12301,-5.20332,-1.71751,-2.12646,-0.698478
14,2580,-8.79972,-2.86276,-3.10807,-1.03344,-2.0286,-0.661161
14,2640,-8.79578,-2.85201,-5.35321,-1.77594,-1.9669,-0.644102
14,2700,-8.35674,-2.71156,-5.35423,-1.77432,-1.94887,-0.638679
14,2760,-5.78584,-1.88324,-5.69236,-1.87578,-2.0568,-0.67652
14,2820,-5.78936,-1.88986,-3.48276,-1.15074,-2.05838,-0.674041
14,2880,-8.98941,-2.92098,-5.60517,-1.85588,-2.03543,-0.667811
14,2940,-8.98961,-2.9197,-5.7327,-1.89813,-1.87715,-0.616262
14,3000,-8.98876,-2.92053,-5.78385,-1.91432,-2.09817,-0.688566
14,3060,-9.17573,-2.99076,-3.7363,-1.23921,-2.25348,-0.735692
14,3120,-9.29753,-3.0318,-3.70185,-1.22761,-2.56311,-0.836457
14,3180,-9.44495,-3.07883,-4.07016,-1.34929,-2.56301,-0.837062
14,3240,-9.85401,-3.22332,-4.12926,-1.36618,-4.65412,-1.51299
14,3300,-9.66775,-3.1636,-3.93218,-1.30065,-4.65472,-1.51303
14,3360,-11.7788,-3.84627,-3.9298,-1.30513,-4.35054,-1.40836
14,3420,-11.6625,-3.80848,-3.77665,-1.25444,-4.35042,-1.40834
14,3480,-11.7247,-3.82825,-3.7162,-1.23484,-4.26891,-1.38159
14,3540,-11.8316,-3.86113,-3.85351,-1.28072,-4.1416,-1.34084
15,0,-12.0271,-3.9269,-3.52746,-1.17288,-4.30535,-1.39294
15,60,-12.0001,-3.94642,-5.54626,-1.8258,-9.72269,-3.14562
15,120,-11.7872,-3.87862,-5.39162,-1.77378,-9.91276,-3.20742
15,180,-11.7864,-3.879,-5.39124,-1.77357,-10.0197,-3.24174
15,240,-11.7941,-3.89162,-3.36735,-1.1111,-9.97105,-3.21112
15,300,-11.7503,-3.86372,-6.16097,-2.02407,-10.1433,-3.2872
15,360,-11.7397,-3.86058,-6.16117,-2.02402,-10.1782,-3.29842
15,420,-11.7076,-3.85054,-6.16114,-2.0237,-10.2398,-3.31839
15,480,-8.40825,-2.77575,-5.7288,-1.8733,-10.4701,-3.4004
15,540,-11.6218,-3.82416,-6.03817,-1.98292,-10.4498,-3.38578
15,600,-11.6374,-3.81214,-6.04201,-1.98971,-8.32879,-2.70728
15,660,-11.5153,-3.75598,-6.20447,-2.04968,-6.05809,-1.97574
15,720,-11.7191,-3.82104,-6.13735,-2.02886,-5.83476,-1.90269
15,780,-11.5376,-3.76145,-6.48697,-2.14322,-5.82415,-1.90007
15,840,-11.3272,-3.67299,-6.49377,-2.15437,-2.78385,-0.911204
15,900,-11.1562,-3.61908,-6.49371,-2.15316,-3.02327,-0.989415
15,960,-10.9272,-3.54488,-6.45872,-2.14121,-2.98651,-0.977654
15,1020,-11.0261,-3.5724,-8.56389,-2.83387,-2.98568,-0.979289
15,1080,-11.0768,-3.58685,-9.10902,-3.01302,-3.18642,-1.04589
15,1140,-11.2978,-3.66065,-8.891,-2.94192,-3.4145,-1.11895
15,1200,-11.291,-3.65119,-9.10178,-3.0048,-3.73465,-1.22845
15,1260,-11.3058,-3.65641,-9.10196,-3.00476,-3.82089,-1.25654
15,1320,-11.5046,-3.72281,-8.59977,-2.84199,-3.88176,-1.27453
15,1380,-9.44293,-3.05874,-8.88832,-2.9263,-3.59929,-1.18666
15,1440,-9.56692,-3.09757,-8.94196,-2.94506,-3.3717,-1.11203
15,1500,-6.78745,-2.21494,-6.35124,-2.08397,-3.37751,-1.11218
15,1560,-6.58541,-2.14875,-6.75784,-2.21546,-3.55819,-1.17284
15,1620,-6.58492,-2.14738,-7.02612,-2.30432,-3.39345,-1.11884
15,1680,-6.47737,-2.11155,-7.04196,-2.30991,-3.18214,-1.04955
15,1740,-3.48135,-1.13717,-6.88708,-2.25027,-3.3058,-1.09267
15,1800,-3.5136,-1.14702,-6.94806,-2.27083,-3.14395,-1.03946
15,1860,-4.16344,-1.36704,-6.59673,-2.14816,-6.08443,-2.00334
15,1920,-4.10324,-1.34684,-6.67624,-2.17415,-5.98325,-1.97065
15,1980,-4.10288,-1.34644,-7.1502,-2.32764,-6.10557,-2.01216
15,2040,-4.10279,-1.3458,-7.163,-2.33261,-5.89102,-1.9418
15,2100,-4.13593,-1.35677,-7.21197,-2.34845,-5.93103,-1.955
15,2160,-4.26485,-1.39915,-7.19983,-2.34462,-6.09389,-2.00803
15,2220,-4.26568,-1.39693,-8.71891,-2.84343,-5.67103,-1.871
15,2280,-4.16875,-1.36575,-8.72031,-2.84353,-5.67057,-1.87076
15,2340,-7.10862,-2.31958,-11.0337,-3.61302,-5.57367,-1.83474
15,2400,-6.93656,-2.26586,-9.17766,-3.00606,-5.37251,-1.76641
15,2460,-6.8562,-2.247,-9.20171,-3.00746,-7.86516,-2.5816
15,2520,-10.1181,-3.31103,-8.57442,-2.81263,-7.9346,-2.59529
15,2580,-10.1508,-3.30995,-11.5865,-3.78532,-8.02275,-2.64003
15,2640,-10.1596,-3.30661,-13.5063,-4.40178,-8.29686,-2.74054
15,2700,-10.2359,-3.32436,-13.7348,-4.46124,-8.07499,-2.67523
15,2760,-10.5562,-3.42612,-13.7344,-4.4654,-7.92192,-2.62352
15,2820,-10.5644,-3.43852,-11.2023,-3.65142,-7.80482,-2.57193
15,2880,-10.5708,-3.45176,-8.95116,-2.92876,-8.06043,-2.6431
15,2940,-10.4446,-3.4112,-8.95118,-2.92762,-8.10118,-2.65694
15,3000,-10.6149,-3.46355,-9.18871,-3.00694,-7.83716,-2.57137
15,3060,-10.7143,-3.47776,-9.1818,-3.01962,-4.89767,-1.60934
15,3120,-10.9039,-3.53857,-9.18152,-3.02065,-4.89748,-1.60881
15,3180,-11.0805,-3.59759,-8.78818,-2.89404,-5.00363,-1.64156
15,3240,-11.2719,-3.65966,-8.59119,-2.83078,-4.90826,-1.60973
15,3300,-11.4081,-3.70291,-8.56627,-2.8234,-4.88421,-1.60182
15,3360,-11.1353,-3.60499,-11.0349,-3.62865,-4.9549,-1.63168
15,3420,-11.2976,-3.65594,-11.1123,-3.65556,-4.75911,-1.56717
15,3480,-11.5241,-3.72711,-11.5993,-3.81634,-4.75833,-1.56742
15,3540,-8.24148,-2.6789,-10.9218,-3.56724,-5.0463,-1.66626
16,0,-8.02044,-2.60909,-11.0903,-3.61874,-5.36918,-1.77363
16,60,-7.72768,-2.51456,-10.7633,-3.51162,-5.47778,-1.80906
16,120,-4.6656,-1.51828,-10.8838,-3.53775,-5.36542,-1.77764
16,180,-6.62353,-2.16191,-8.03526,-2.63103,-5.60143,-1.84263
16,240,-6.66462,-2.17487,-8.44766,-2.7644,-5.71961,-1.8831
16,300,-6.63826,-2.16545,-9.00077,-2.94437,-5.71927,-1.88412
16,360,-4.71821,-1.54184,-8.96411,-2.92258,-5.95222,-1.96465
16,420,-4.82059,-1.57014,-8.73118,-2.85236,-3.6841,-1.21971
16,480,-4.8847,-1.58651,-11.8483,-3.86252,-3.53588,-1.1761
16,540,-4.85855,-1.57817,-11.8326,-3.85738,-3.59614,-1.19581
16,600,-4.87461,-1.58394,-11.9367,-3.89028,-3.70647,-1.23263
16,660,-5.12265,-1.66722,-10.7799,-3.51977,-3.88168,-1.28714
16,720,-7.65773,-2.49988,-10.5801,-3.45703,-6.11161,-2.01508
16,780,-8.09928,-2.64267,-10.6279,-3.47511,-6.08451,-2.0052
16,840,-7.8813,-2.56451,-12.9052,-4.20137,-6.01874,-1.99367
16,900,-5.67896,-1.84432,-12.8593,-4.18183,-4.2278,-1.40787
16,960,-6.1142,-1.98424,-13.0593,-4.24948,-4.18316,-1.39292
16,1020,-6.40249,-2.07571,-13.4442,-4.37564,-4.18225,-1.39291
16,1080,-6.36275,-2.063,-13.2923,-4.32453,-4.11369,-1.37006
16,1140,-8.68969,-2.79712,-15.6754,-5.13314,-4.01429,-1.33428
16,1200,-8.72481,-2.83248,-13.0531,-4.27909,-6.04456,-1.99425
16,1260,-8.89209,-2.88527,-13.0325,-4.27374,-5.90498,-1.94858
16,1320,-7.1312,-2.32598,-10.4599,-3.41777,-5.78616,-1.91053
16,1380,-7.24585,-2.35408,-10.5319,-3.4515,-3.98077,-1.31648
16,1440,-8.88064,-2.87498,-11.2035,-3.67895,-3.96793,-1.31092
16,1500,-9.09702,-2.937,-13.398,-4.39325,-4.0798,-1.35313
16,1560,-8.87942,-2.86584,-13.6481,-4.47358,-4.03947,-1.34046
16,1620,-8.77361,-2.8328,-13.5494,-4.44024,-4.0799,-1.35365
16,1680,-8.8865,-2.86996,-13.1941,-4.32802,-4.01756,-1.3311
16,1740,-9.34632,-3.02976,-9.71888,-3.19999,-4.20468,-1.38404
16,1800,-12.4738,-4.03551,-12.1944,-4.02343,-4.30637,-1.41605
16,1860,-12.8971,-4.16279,-14.5785,-4.80512,-4.43616,-1.46289
16,1920,-14.8847,-4.75804,-21.7448,-7.136,-5.07753,-1.69245
16,1980,-15.027,-4.80568,-19.8274,-6.51099,-5.13833,-1.71027
16,2040,-16.1446,-5.1554,-20.1325,-6.62275,-4.90532,-1.63213
16,2100,-13.8173,-4.47317,-12.9283,-4.26008,-6.93576,-2.27913
16,2160,-16.5242,-5.31601,-15.1324,-5.00568,-7.1404,-2.34712
16,2220,-16.5268,-5.30766,-15.6071,-5.16349,-6.71549,-2.2106
16,2280,-18.0561,-5.89506,-15.8195,-5.1824,-14.3539,-4.64159
16,2340,-17.8888,-5.85869,-14.0129,-4.60363,-14.3308,-4.60364
16,2400,-18.0254,-5.88493,-16.3408,-5.35524,-14.4923,-4.68078
16,2460,-16.4589,-5.28181,-14.9837,-4.96629,-5.17203,-1.70238
16,2520,-16.5856,-5.32385,-14.6961,-4.87356,-5.23245,-1.72032
16,2580,-18.8115,-6.02215,-14.3251,-4.77545,-5.48729,-1.79792
16,2640,-18.6904,-5.99292,-13.3531,-4.45326,-5.44885,-1.78191
16,2700,-19.0211,-6.11446,-11.297,-3.77552,-5.39867,-1.75741
16,2760,-16.3133,-5.25476,-13.0493,-4.33131,-5.5115,-1.80511
16,2820,-16.267,-5.24907,-10.8025,-3.59335,-5.33616,-1.74275
16,2880,-16.4277,-5.29929,-10.8294,-3.60352,-5.26766,-1.72017
16,2940,-16.0218,-5.17957,-9.08813,-3.02637,-5.28583,-1.72258
16,3000,-12.8876,-4.168,-9.33238,-3.09594,-5.04942,-1.65192
16,3060,-10.6139,-3.42877,-11.9525,-3.93646,-5.0083,-1.65225
16,3120,-14.0682,-4.53984,-11.9239,-3.94413,-5.1679,-1.6989
16,3180,-15.878,-5.11723,-11.9079,-3.94988,-5.32629,-1.7473
16,3240,-15.9989,-5.15483,-12.075,-4.00517,-5.39533,-1.77023
16,3300,-15.7788,-5.08295,-12.407,-4.11247,-5.41701,-1.77899
16,3360,-12.4397,-4.03006,-11.875,-3.90339,-5.42318,-1.78813
16,3420,-12.5522,-4.06464,-11.8349,-3.89225,-5.23712,-1.72652
16,3480,-12.7151,-4.11632,-11.8352,-3.89373,-5.094,-1.67962
16,3540,-10.7416,-3.49321,-9.18892,-3.02353,-5.13051,-1.68582
17,0,-13.7045,-4.43786,-9.32671,-3.09059,-5.0532,-1.65393
17,60,-14.0083,-4.53379,-9.8723,-3.27004,-5.07332,-1.66209
17,120,-13.9963,-4.52994,-9.91397,-3.28367,-5.07329,-1.66195
17,180,-14.8774,-4.81038,-10.9307,-3.62141,-5.51368,-1.80603
17,240,-13.9046,-4.48899,-12.6897,-4.19532,-5.13493,-1.68763
17,300,-16.5455,-5.31208,-14.5318,-4.81705,-5.3518,-1.75887
17,360,-18.8037,-6.06885,-13.7363,-4.55152,-7.18074,-2.35034
17,420,-20.0061,-6.48029,-9.29824,-3.10141,-7.19349,-2.33334
17,480,-19.9133,-6.47951,-7.3695,-2.45779,-8.76457,-2.83093
17,540,-17.4038,-5.64444,-7.3908,-2.46606,-7.08142,-2.29453
17,600,-19.6731,-6.35094,-9.20677,-3.08048,-7.17363,-2.32309
17,660,-16.4361,-5.30872,-9.03267,-3.01232,-4.70667,-1.53231
17,720,-16.4646,-5.31671,-8.77846,-2.92991,-4.70717,-1.53061
17,780,-16.3453,-5.29941,-7.32184,-2.44357,-5.82325,-1.88669
17,840,-15.568,-5.05046,-7.37882,-2.45885,-5.82376,-1.88924
17,900,-13.3012,-4.31915,-7.63588,-2.53687,-5.78714,-1.88188
17,960,-12.9676,-4.20378,-7.32755,-2.43713,-4.86773,-1.58519
17,1020,-13.3539,-4.33086,-7.32,-2.43506,-5.15172,-1.67617
17,1080,-13.864,-4.49486,-7.27539,-2.4224,-5.18669,-1.6864
17,1140,-13.7262,-4.45146,-7.11572,-2.36874,-5.28697,-1.71969
17,1200,-10.8742,-3.53857,-7.01212,-2.3216,-4.92721,-1.60949
17,1260,-11.0282,-3.58118,-9.46192,-3.12534,-5.05733,-1.657
17,1320,-11.5366,-3.746,-9.62803,-3.18111,-5.14555,-1.68571
17,1380,-13.9913,-4.52841,-9.73422,-3.22936,-5.09119,-1.6629
17,1440,-14.3672,-4.64882,-9.79451,-3.25093,-5.17097,-1.68854
17,1500,-14.0283,-4.54178,-9.91965,-3.28911,-5.3537,-1.74962
17,1560,-9.13909,-2.97684,-9.99652,-3.2861,-5.34652,-1.75856
17,1620,-9.44753,-3.07731,-9.99825,-3.28821,-5.48036,-1.80085
17,1680,-12.1844,-3.94305,-12.0954,-3.99073,-5.86582,-1.92829
17,1740,-12.2093,-3.95064,-12.2467,-4.04046,-5.63664,-1.85338
17,1800,-12.7832,-4.13618,-13.4419,-4.42933,-6.05915,-1.99457
17,1860,-9.27451,-3.01946,-11.5057,-3.77475,-5.62358,-1.85382
17,1920,-8.86409,-2.88784,-11.4063,-3.73992,-5.62434,-1.85461
17,1980,-8.99215,-2.9324,-9.87655,-3.24411,-5.74241,-1.88793
17,2040,-11.2973,-3.67918,-9.41726,-3.10498,-5.87773,-1.92604
17,2100,-11.6443,-3.7905,-9.36076,-3.0889,-5.70905,-1.86991
17,2160,-11.5404,-3.75707,-9.50289,-3.13443,-5.86163,-1.92041
17,2220,-9.79595,-3.19438,-9.33051,-3.06936,-5.85457,-1.92174
17,2280,-9.91796,-3.23505,-9.38199,-3.08587,-6.02128,-1.97609
17,2340,-9.89823,-3.22828,-9.49065,-3.12133,-6.02476,-1.97739
17,2400,-9.33282,-3.04812,-9.34497,-3.06946,-6.40062,-2.10072
17,2460,-9.41949,-3.07152,-9.21522,-3.03134,-5.58857,-1.83479
17,2520,-9.78522,-3.19302,-9.37114,-3.08214,-6.37316,-2.08977
17,2580,-10.4361,-3.4034,-9.22863,-3.03897,-6.37315,-2.08771
17,2640,-10.1883,-3.32209,-9.33079,-3.07122,-6.28558,-2.06046
17,2700,-9.25834,-3.0173,-9.42716,-3.10004,-5.37143,-1.76533
17,2760,-13.6691,-4.45695,-9.22456,-3.04765,-8.59336,-2.79482
17,2820,-14.4397,-4.70419,-9.23429,-3.05537,-8.59871,-2.79412
17,2880,-14.7052,-4.80052,-7.03002,-2.3319,-8.76459,-2.83847
17,2940,-9.89339,-3.24524,-9.20974,-3.02375,-8.8173,-2.87786
17,3000,-10.1165,-3.31647,-9.42774,-3.09631,-8.78849,-2.86881
17,3060,-10.8818,-3.56729,-9.48756,-3.11753,-9.02941,-2.94519
17,3120,-10.7413,-3.51914,-9.60978,-3.1576,-8.72582,-2.84813
17,3180,-10.6548,-3.4928,-9.48177,-3.11501,-8.84807,-2.88713
17,3240,-10.781,-3.53195,-9.73827,-3.1997,-8.74979,-2.85644
17,3300,-11.1403,-3.64943,-9.94659,-3.26855,-8.82626,-2.88075
17,3360,-10.6354,-3.4857,-10.0087,-3.28604,-8.88375,-2.90132
17,3420,-10.4436,-3.41529,-11.8469,-3.88045,-8.83864,-2.89855
17,3480,-10.4786,-3.42714,-11.9746,-3.92124,-9.00645,-2.95365
17,3540,-10.3349,-3.38207,-11.9545,-3.91269,-9.20048,-3.0173
18,0,-12.9505,-4.23606,-9.52615,-3.14039,-9.20041,-2.99244
18,60,-17.5114,-5.72667,-9.81505,-3.24968,-12.0884,-3.89742
18,120,-19.9941,-6.4983,-12.474,-4.13938,-12.0642,-3.89816
18,180,-20.3756,-6.6007,-14.401,-4.77579,-11.9678,-3.88044
18,240,-19.5249,-6.32026,-14.3228,-4.74543,-9.92049,-3.22979
18,300,-17.4665,-5.66029,-14.3885,-4.7534,-9.57728,-3.12686
18,360,-17.9678,-5.80707,-12.6163,-4.18864,-6.68895,-2.18185
18,420,-17.1811,-5.54761,-12.7793,-4.2422,-6.60083,-2.15378
18,480,-17.2064,-5.52831,-15.6375,-5.18149,-6.199,-2.03543
18,540,-17.2851,-5.56659,-15.6767,-5.18699,-8.05212,-2.639
18,600,-17.3576,-5.5912,-15.6121,-5.16608,-8.37126,-2.74215
18,660,-17.1651,-5.52519,-15.9654,-5.28275,-8.23443,-2.70061
18,720,-16.5957,-5.32989,-15.8357,-5.24528,-6.17094,-2.02835
18,780,-16.6419,-5.34261,-16.1684,-5.35455,-6.08449,-2.00095
18,840,-19.5631,-6.26803,-16.2611,-5.40734,-6.25668,-2.04992
18,900,-19.4029,-6.2171,-16.1881,-5.38263,-6.2679,-2.05339
18,960,-16.7652,-5.40874,-15.7793,-5.2094,-7.36462,-2.41782
18,1020,-16.9655,-5.49304,-15.6789,-5.16712,-9.50502,-3.11086
18,1080,-19.4893,-6.31602,-12.5622,-4.17176,-9.57569,-3.1024
18,1140,-19.7058,-6.36476,-14.8495,-4.92657,-9.56753,-3.11299
18,1200,-19.7033,-6.33719,-14.9,-4.95542,-7.25848,-2.36735
18,1260,-17.333,-5.58401,-15.0839,-4.99808,-6.63345,-2.17257
18,1320,-17.3349,-5.60011,-13.029,-4.32228,-6.66309,-2.17352
18,1380,-17.1158,-5.53504,-12.6913,-4.20797,-6.90275,-2.25193
18,1440,-17.4945,-5.65551,-12.8973,-4.27791,-6.94307,-2.26502
18,1500,-17.4298,-5.63388,-12.9756,-4.30359,-7.0394,-2.2969
18,1560,-17.2637,-5.58047,-13.095,-4.34115,-7.04866,-2.30105
18,1620,-17.3574,-5.612,-15.0316,-4.96871,-8.32674,-2.72371
18,1680,-17.3229,-5.62731,-11.5571,-3.83043,-8.26793,-2.68474
18,1740,-20.5665,-6.63227,-14.1605,-4.71385,-8.1905,-2.66182
18,1800,-20.7806,-6.67544,-14.3261,-4.78005,-6.61593,-2.15437
18,1860,-20.4144,-6.56011,-14.3777,-4.79377,-6.54571,-2.13303
18,1920,-18.6846,-6.01449,-14.3236,-4.76252,-6.36811,-2.08035
18,1980,-18.9794,-6.11217,-13.9245,-4.6325,-6.48151,-2.115
18,2040,-15.6614,-5.06297,-13.8325,-4.57576,-6.86955,-2.25059
18,2100,-15.5563,-5.04029,-13.5688,-4.48367,-7.88053,-2.57775
18,2160,-15.4362,-4.99833,-14.2289,-4.69783,-7.85209,-2.57315
18,2220,-15.0641,-4.88004,-14.1076,-4.65641,-8.02464,-2.62878
18,2280,-15.0667,-4.87446,-14.2255,-4.69864,-7.36028,-2.41309
18,2340,-14.6228,-4.73106,-14.5177,-4.79027,-7.3461,-2.41146
18,2400,-14.6936,-4.77236,-14.5233,-4.7807,-9.78608,-3.20498
18,2460,-15.1295,-4.94146,-14.3249,-4.70294,-12.6782,-4.13271
18,2520,-15.0636,-4.9246,-13.5132,-4.43864,-12.7728,-4.15802
18,2580,-15.2144,-4.96471,-13.2082,-4.34629,-11.4394,-3.725
18,2640,-15.0934,-4.94837,-13.2625,-4.34938,-13.9328,-4.52853
18,2700,-15.196,-4.99599,-11.0453,-3.62873,-13.7325,-4.44378
18,2760,-17.7611,-5.80514,-11.4859,-3.79065,-11.7324,-3.80009
18,2820,-16.5349,-5.41023,-11.3663,-3.74417,-11.5433,-3.74517
18,2880,-18.2558,-5.96397,-11.4747,-3.78753,-11.4265,-3.70258
18,2940,-16.222,-5.31989,-8.88443,-2.9231,-11.7563,-3.81318
18,3000,-16.4409,-5.39363,-8.33202,-2.7441,-11.6969,-3.7892
18,3060,-16.3922,-5.38338,-8.32861,-2.74014,-12.7759,-4.1385
18,3120,-15.7554,-5.1765,-8.3704,-2.74971,-12.7381,-4.13102
18,3180,-15.9428,-5.23651,-8.5512,-2.80981,-12.718,-4.12507
18,3240,-16.1032,-5.31647,-6.64075,-2.18074,-14.526,-4.67846
18,3300,-16.3677,-5.40359,-6.60387,-2.16939,-14.6286,-4.70974
18,3360,-16.6149,-5.4821,-6.67239,-2.19312,-14.4939,-4.66744
18,3420,-16.9564,-5.54871,-8.89587,-2.93237,-10.5882,-3.43784
18,3480,-17.9828,-5.87799,-8.83555,-2.91966,-10.4675,-3.39368
18,3540,-18.2943,-5.97793,-8.99766,-2.97383,-10.5674,-3.42576
19,0,-18.1075,-5.92983,-7.11671,-2.35665,-10.554,-3.40888
19,60,-19.14,-6.23831,-7.06921,-2.35384,-8.00951,-2.5843
19,120,-18.9052,-6.16128,-7.23743,-2.40814,-7.84176,-2.53186
19,180,-18.4899,-6.04578,-7.5816,-2.51336,-9.7189,-3.13603
19,240,-13.4657,-4.42111,-7.56331,-2.48889,-9.81564,-3.18503
19,300,-13.546,-4.44301,-7.83724,-2.57978,-9.47098,-3.07704
19,360,-13.3579,-4.36665,-7.84321,-2.58866,-7.4343,-2.41967
19,420,-13.2525,-4.33181,-8.15723,-2.6917,-7.42116,-2.41607
19,480,-13.1888,-4.32272,-7.9806,-2.62882,-9.33079,-3.03374
